region_index,image_id,image_path,annotation_id,category_id,category_name,bbox_x,bbox_y,bbox_width,bbox_height,attribute_ids
1074,img_0759,data\raw\img_0759.jpg,2250,1,"top, t-shirt, sweatshirt",200.0,176.0,320.0,247.0,"[317, 316, 142, 146, 295, 135, 0, 115]"
1075,img_0366,data\raw\img_0366.jpg,2254,6,pants,226.0,619.0,258.0,403.0,"[317, 142, 295, 136, 304, 115, 229, 126]"
1076,img_0366,data\raw\img_0366.jpg,2255,9,coat,163.0,190.0,413.0,698.0,"[318, 295, 136, 311, 79, 149, 115, 145]"
1077,img_0366,data\raw\img_0366.jpg,2259,17,glove,172.0,700.0,56.0,129.0,[]
1078,img_0366,data\raw\img_0366.jpg,2260,17,glove,462.0,719.0,68.0,98.0,[]
1079,img_0366,data\raw\img_0366.jpg,2261,1,"top, t-shirt, sweatshirt",253.0,203.0,175.0,424.0,"[317, 316, 146, 295, 136, 2, 115, 145]"
1080,img_0366,data\raw\img_0366.jpg,2263,13,glasses,296.0,138.0,109.0,52.0,[]
1081,img_0353,data\raw\img_0353.jpg,2264,23,shoe,275.0,896.0,126.0,79.0,[]
1082,img_0353,data\raw\img_0353.jpg,2265,23,shoe,290.0,919.0,68.0,80.0,[]
1083,img_0353,data\raw\img_0353.jpg,2266,8,skirt,247.0,541.0,180.0,149.0,"[71, 295, 129, 304, 149, 115, 321]"
1084,img_0353,data\raw\img_0353.jpg,2267,1,"top, t-shirt, sweatshirt",262.0,221.0,150.0,322.0,"[317, 316, 146, 295, 135, 11, 115]"
1085,img_0408,data\raw\img_0408.jpg,2271,10,dress,223.0,275.0,180.0,367.0,"[316, 229, 129, 295, 150, 104, 319, 115, 141]"
1086,img_0408,data\raw\img_0408.jpg,2272,23,shoe,277.0,721.0,23.0,75.0,[]
1087,img_0408,data\raw\img_0408.jpg,2273,23,shoe,300.0,816.0,45.0,85.0,[]
1088,img_0306,data\raw\img_0306.jpg,2274,7,shorts,244.0,386.0,236.0,198.0,"[316, 317, 137, 142, 295, 149, 115]"
1089,img_0306,data\raw\img_0306.jpg,2275,19,belt,357.0,389.0,89.0,29.0,[]
1090,img_0306,data\raw\img_0306.jpg,2276,24,"bag, wallet",124.0,272.0,234.0,295.0,[]
1091,img_0306,data\raw\img_0306.jpg,2277,1,"top, t-shirt, sweatshirt",227.0,175.0,264.0,224.0,"[316, 146, 12, 295, 136, 325, 115, 145]"
1092,img_0811,data\raw\img_0811.jpg,2281,7,shorts,183.0,679.0,259.0,313.0,"[316, 148, 142, 295, 136, 50, 115, 321, 230]"
1093,img_0811,data\raw\img_0811.jpg,2285,19,belt,277.0,684.0,159.0,104.0,[]
1094,img_0811,data\raw\img_0811.jpg,2286,1,"top, t-shirt, sweatshirt",241.0,429.0,232.0,337.0,"[316, 317, 142, 295, 135, 115, 10]"
1095,img_0811,data\raw\img_0811.jpg,2288,18,watch,486.0,340.0,42.0,57.0,[]
1096,img_0811,data\raw\img_0811.jpg,2289,13,glasses,295.0,215.0,125.0,53.0,[]
1097,img_0992,data\raw\img_0992.jpg,2290,10,dress,259.0,236.0,247.0,381.0,"[316, 317, 229, 129, 295, 149, 101, 115]"
1098,img_0992,data\raw\img_0992.jpg,2292,12,cape,127.0,116.0,465.0,418.0,"[138, 148, 317, 311, 289, 115, 145]"
1099,img_0992,data\raw\img_0992.jpg,2293,23,shoe,323.0,879.0,52.0,79.0,[]
1100,img_0992,data\raw\img_0992.jpg,2294,23,shoe,423.0,844.0,102.0,103.0,[]
1101,img_0003,data\raw\img_0003.jpg,2295,1,"top, t-shirt, sweatshirt",165.0,303.0,181.0,191.0,"[317, 316, 146, 295, 135, 8, 115, 141]"
1102,img_0003,data\raw\img_0003.jpg,2298,7,shorts,180.0,490.0,141.0,174.0,"[316, 148, 317, 295, 135, 50, 115, 230, 141]"
1103,img_0003,data\raw\img_0003.jpg,2302,21,"tights, stockings",250.0,680.0,222.0,202.0,[]
1104,img_0003,data\raw\img_0003.jpg,2303,21,"tights, stockings",200.0,580.0,310.0,305.0,[]
1105,img_0003,data\raw\img_0003.jpg,2304,23,shoe,462.0,852.0,163.0,139.0,[]
1106,img_0003,data\raw\img_0003.jpg,2305,23,shoe,252.0,855.0,150.0,125.0,[]
1107,img_0731,data\raw\img_0731.jpg,2318,1,"top, t-shirt, sweatshirt",285.0,144.0,117.0,252.0,"[317, 1, 142, 316, 146, 295, 135, 115]"
1108,img_0731,data\raw\img_0731.jpg,2320,4,jacket,196.0,143.0,257.0,391.0,"[316, 17, 142, 317, 295, 136, 225, 147, 115]"
1109,img_0731,data\raw\img_0731.jpg,2323,6,pants,234.0,391.0,190.0,619.0,"[316, 44, 317, 295, 136, 128, 230, 154, 115, 141]"
1110,img_0731,data\raw\img_0731.jpg,2324,23,shoe,369.0,946.0,45.0,38.0,[]
1111,img_0731,data\raw\img_0731.jpg,2325,23,shoe,314.0,1008.0,53.0,15.0,[]
1112,img_0248,data\raw\img_0248.jpg,2334,13,glasses,330.0,163.0,85.0,54.0,[]
1113,img_0248,data\raw\img_0248.jpg,2335,1,"top, t-shirt, sweatshirt",291.0,313.0,132.0,193.0,"[316, 146, 328, 295, 135, 11, 115, 141]"
1114,img_0248,data\raw\img_0248.jpg,2340,7,shorts,289.0,497.0,189.0,155.0,"[316, 148, 317, 295, 136, 50, 115, 230, 141]"
1115,img_0248,data\raw\img_0248.jpg,2341,23,shoe,532.0,743.0,22.0,20.0,[]
1116,img_0248,data\raw\img_0248.jpg,2342,23,shoe,119.0,725.0,47.0,38.0,[]
1117,img_0784,data\raw\img_0784.jpg,2343,10,dress,136.0,265.0,380.0,625.0,"[316, 317, 295, 328, 140, 109, 149, 115, 234, 128]"
1118,img_0784,data\raw\img_0784.jpg,2345,21,"tights, stockings",347.0,848.0,190.0,175.0,[]
1119,img_0784,data\raw\img_0784.jpg,2346,21,"tights, stockings",206.0,848.0,136.0,175.0,[]
1120,img_0129,data\raw\img_0129.jpg,2347,23,shoe,298.0,872.0,62.0,113.0,[]
1121,img_0129,data\raw\img_0129.jpg,2348,23,shoe,357.0,860.0,42.0,110.0,[]
1122,img_0129,data\raw\img_0129.jpg,2352,10,dress,209.0,236.0,246.0,708.0,"[316, 317, 229, 129, 295, 102, 155, 115, 145]"
1123,img_0129,data\raw\img_0129.jpg,2354,24,"bag, wallet",330.0,462.0,167.0,140.0,[]
1124,img_0034,data\raw\img_0034.jpg,2356,1,"top, t-shirt, sweatshirt",165.0,193.0,205.0,313.0,"[317, 316, 146, 136, 11, 281, 145, 115]"
1125,img_0034,data\raw\img_0034.jpg,2357,8,skirt,170.0,460.0,181.0,186.0,"[316, 317, 295, 68, 149, 115, 128]"
1126,img_0034,data\raw\img_0034.jpg,2358,23,shoe,208.0,780.0,50.0,121.0,[]
1127,img_0034,data\raw\img_0034.jpg,2359,23,shoe,277.0,908.0,55.0,51.0,[]
1128,img_0855,data\raw\img_0855.jpg,2365,10,dress,58.0,393.0,478.0,630.0,"[317, 108, 144, 121, 115, 286, 229, 313]"
1129,img_0855,data\raw\img_0855.jpg,2367,15,"headband, head covering, hair accessory",131.0,31.0,499.0,992.0,[]
1130,img_0025,data\raw\img_0025.jpg,2371,1,"top, t-shirt, sweatshirt",465.0,393.0,456.0,374.0,"[316, 317, 295, 136, 0, 115, 145]"
1131,img_0793,data\raw\img_0793.jpg,2372,23,shoe,226.0,821.0,140.0,127.0,[]
1132,img_0793,data\raw\img_0793.jpg,2373,23,shoe,318.0,810.0,118.0,118.0,[]
1133,img_0793,data\raw\img_0793.jpg,2374,10,dress,230.0,231.0,247.0,406.0,"[316, 295, 119, 229, 329, 151, 115, 113, 141]"
1134,img_0535,data\raw\img_0535.jpg,2379,1,"top, t-shirt, sweatshirt",301.0,332.0,82.0,134.0,"[317, 2]"
1135,img_0535,data\raw\img_0535.jpg,2385,4,jacket,108.0,333.0,468.0,508.0,"[317, 316, 146, 29, 229, 295, 136, 115, 145]"
1136,img_0535,data\raw\img_0535.jpg,2386,10,dress,122.0,409.0,344.0,614.0,"[317, 142, 129, 295, 305, 111, 115]"
1137,img_0535,data\raw\img_0535.jpg,2388,15,"headband, head covering, hair accessory",296.0,97.0,160.0,118.0,[]
1138,img_0771,data\raw\img_0771.jpg,2389,23,shoe,377.0,957.0,67.0,54.0,[]
1139,img_0771,data\raw\img_0771.jpg,2390,23,shoe,465.0,971.0,46.0,40.0,[]
1140,img_0771,data\raw\img_0771.jpg,2391,8,skirt,355.0,549.0,215.0,184.0,"[316, 317, 142, 295, 118, 149, 115, 65, 230]"
1141,img_0771,data\raw\img_0771.jpg,2392,1,"top, t-shirt, sweatshirt",414.0,423.0,126.0,121.0,"[317, 316, 142, 146, 295, 135, 8, 115]"
1142,img_0771,data\raw\img_0771.jpg,2394,13,glasses,435.0,357.0,68.0,27.0,[]
1143,img_0059,data\raw\img_0059.jpg,2395,1,"top, t-shirt, sweatshirt",147.0,308.0,172.0,285.0,"[317, 316, 146, 295, 135, 115, 141]"
1144,img_0059,data\raw\img_0059.jpg,2398,8,skirt,149.0,505.0,188.0,448.0,"[316, 295, 68, 143, 127, 340, 115, 325]"
1145,img_0829,data\raw\img_0829.jpg,2399,10,dress,245.0,220.0,193.0,714.0,"[316, 317, 229, 295, 140, 155, 115, 106, 128]"
1146,img_0829,data\raw\img_0829.jpg,2401,23,shoe,338.0,878.0,43.0,57.0,[]
1147,img_0829,data\raw\img_0829.jpg,2402,23,shoe,290.0,919.0,49.0,59.0,[]
1148,img_0606,data\raw\img_0606.jpg,2405,10,dress,500.0,204.0,145.0,257.0,"[317, 142, 295, 119, 305, 149, 115, 113, 229]"
1149,img_0606,data\raw\img_0606.jpg,2407,24,"bag, wallet",529.0,197.0,96.0,237.0,[]
1150,img_0606,data\raw\img_0606.jpg,2408,23,shoe,536.0,615.0,80.0,57.0,[]
1151,img_0606,data\raw\img_0606.jpg,2409,23,shoe,404.0,583.0,65.0,91.0,[]
1152,img_0078,data\raw\img_0078.jpg,2410,15,"headband, head covering, hair accessory",311.0,37.0,125.0,66.0,[]
1153,img_0078,data\raw\img_0078.jpg,2411,10,dress,175.0,304.0,352.0,700.0,"[317, 108, 305, 150, 127, 114, 229, 283, 141]"
1154,img_0704,data\raw\img_0704.jpg,2413,13,glasses,597.0,272.0,41.0,15.0,[]
1155,img_0704,data\raw\img_0704.jpg,2414,4,jacket,544.0,300.0,124.0,192.0,"[317, 316, 146, 295, 20, 136, 115, 145]"
1156,img_0704,data\raw\img_0704.jpg,2418,24,"bag, wallet",472.0,325.0,137.0,177.0,[]
1157,img_0704,data\raw\img_0704.jpg,2419,6,pants,468.0,464.0,212.0,221.0,"[36, 142, 317, 295, 136, 298, 154, 115, 230, 128]"
1158,img_0704,data\raw\img_0704.jpg,2420,23,shoe,650.0,659.0,77.0,46.0,[]
1159,img_0704,data\raw\img_0704.jpg,2421,23,shoe,457.0,679.0,80.0,34.0,[]
1160,img_0704,data\raw\img_0704.jpg,2422,22,sock,465.0,674.0,19.0,11.0,[]
1161,img_0704,data\raw\img_0704.jpg,2423,14,hat,688.0,476.0,54.0,60.0,[]
1162,img_0704,data\raw\img_0704.jpg,2424,19,belt,560.0,465.0,13.0,9.0,[]
1163,img_0678,data\raw\img_0678.jpg,2440,10,dress,109.0,382.0,444.0,641.0,"[317, 119, 305, 141, 115, 229, 282]"
1164,img_0859,data\raw\img_0859.jpg,2460,7,shorts,395.0,489.0,216.0,129.0,"[148, 295, 298, 50, 300, 230]"
1165,img_0859,data\raw\img_0859.jpg,2461,9,coat,353.0,255.0,314.0,365.0,"[316, 148, 295, 136, 325, 115, 145, 89]"
1166,img_0859,data\raw\img_0859.jpg,2462,23,shoe,564.0,453.0,153.0,197.0,[]
1167,img_0859,data\raw\img_0859.jpg,2463,23,shoe,288.0,555.0,200.0,72.0,[]
1168,img_0850,data\raw\img_0850.jpg,2464,1,"top, t-shirt, sweatshirt",286.0,228.0,229.0,284.0,"[295, 136, 301, 0, 325, 115, 145, 147]"
1169,img_0850,data\raw\img_0850.jpg,2468,6,pants,322.0,501.0,155.0,338.0,"[316, 317, 142, 295, 136, 230, 154, 115, 128]"
1170,img_0850,data\raw\img_0850.jpg,2469,23,shoe,327.0,767.0,45.0,88.0,[]
1171,img_0850,data\raw\img_0850.jpg,2470,23,shoe,392.0,836.0,52.0,59.0,[]
1172,img_0182,data\raw\img_0182.jpg,2474,1,"top, t-shirt, sweatshirt",683.0,399.0,286.0,226.0,"[317, 146, 295, 135, 301, 0, 115, 141]"
1173,img_0182,data\raw\img_0182.jpg,2475,13,glasses,780.0,283.0,95.0,38.0,[]
1174,img_0396,data\raw\img_0396.jpg,2489,23,shoe,240.0,908.0,51.0,89.0,[]
1175,img_0396,data\raw\img_0396.jpg,2490,23,shoe,315.0,865.0,53.0,126.0,[]
1176,img_0396,data\raw\img_0396.jpg,2492,18,watch,334.0,527.0,27.0,19.0,[]
1177,img_0396,data\raw\img_0396.jpg,2493,7,shorts,172.0,456.0,179.0,147.0,"[148, 317, 295, 135, 143, 50, 300, 115, 230]"
1178,img_0396,data\raw\img_0396.jpg,2496,1,"top, t-shirt, sweatshirt",218.0,264.0,135.0,190.0,"[316, 317, 295, 135, 8, 11, 115, 141]"
1179,img_0391,data\raw\img_0391.jpg,2498,9,coat,188.0,309.0,297.0,459.0,"[316, 317, 142, 295, 136, 151, 115, 90]"
1180,img_0391,data\raw\img_0391.jpg,2502,6,pants,262.0,502.0,154.0,411.0,"[316, 317, 137, 295, 49, 153, 132, 115, 141]"
1181,img_0391,data\raw\img_0391.jpg,2503,23,shoe,377.0,929.0,31.0,54.0,[]
1182,img_0391,data\raw\img_0391.jpg,2504,23,shoe,341.0,959.0,54.0,60.0,[]
1183,img_0748,data\raw\img_0748.jpg,2505,4,jacket,486.0,318.0,87.0,105.0,"[317, 137, 146, 145, 295, 298, 115, 21]"
1184,img_0748,data\raw\img_0748.jpg,2509,1,"top, t-shirt, sweatshirt",509.0,407.0,54.0,12.0,"[317, 146, 0]"
1185,img_0748,data\raw\img_0748.jpg,2512,6,pants,504.0,411.0,59.0,119.0,"[316, 317, 36, 295, 135, 230, 154, 115]"
1186,img_0748,data\raw\img_0748.jpg,2513,22,sock,531.0,527.0,7.0,4.0,[]
1187,img_0748,data\raw\img_0748.jpg,2514,23,shoe,525.0,528.0,20.0,15.0,[]
1188,img_0748,data\raw\img_0748.jpg,2515,23,shoe,544.0,518.0,2.0,3.0,[]
1189,img_0733,data\raw\img_0733.jpg,2516,10,dress,205.0,239.0,178.0,568.0,"[316, 108, 295, 229, 140, 120, 153, 325, 115]"
1190,img_0733,data\raw\img_0733.jpg,2518,4,jacket,143.0,162.0,308.0,321.0,"[317, 137, 146, 311, 289, 115, 145]"
1191,img_0733,data\raw\img_0733.jpg,2521,24,"bag, wallet",163.0,541.0,57.0,126.0,[]
1192,img_0733,data\raw\img_0733.jpg,2522,23,shoe,275.0,821.0,26.0,111.0,[]
1193,img_0733,data\raw\img_0733.jpg,2523,23,shoe,296.0,897.0,43.0,67.0,[]
1194,img_0848,data\raw\img_0848.jpg,2524,6,pants,427.0,487.0,144.0,195.0,"[316, 317, 38, 295, 135, 115]"
1195,img_0848,data\raw\img_0848.jpg,2525,4,jacket,350.0,251.0,263.0,278.0,"[317, 146, 20, 135, 310, 115, 326, 229, 141]"
1196,img_0036,data\raw\img_0036.jpg,2532,10,dress,211.0,192.0,257.0,404.0,"[316, 317, 328, 149, 101, 145, 115, 128]"
1197,img_0036,data\raw\img_0036.jpg,2536,21,"tights, stockings",266.0,575.0,98.0,403.0,[]
1198,img_0036,data\raw\img_0036.jpg,2537,20,leg warmer,278.0,630.0,101.0,300.0,[]
1199,img_0036,data\raw\img_0036.jpg,2538,23,shoe,326.0,913.0,48.0,76.0,[]
1200,img_0036,data\raw\img_0036.jpg,2539,20,leg warmer,337.0,637.0,88.0,238.0,[]
1201,img_0036,data\raw\img_0036.jpg,2540,23,shoe,372.0,866.0,54.0,91.0,[]
1202,img_0036,data\raw\img_0036.jpg,2541,21,"tights, stockings",343.0,570.0,73.0,383.0,[]
1203,img_0629,data\raw\img_0629.jpg,2568,23,shoe,137.0,922.0,42.0,76.0,[]
1204,img_0629,data\raw\img_0629.jpg,2569,23,shoe,121.0,929.0,10.0,8.0,[]
1205,img_0629,data\raw\img_0629.jpg,2570,10,dress,79.0,373.0,169.0,615.0,"[315, 108, 155, 229, 127, 281, 145, 304, 317, 328, 114]"
1206,img_0379,data\raw\img_0379.jpg,2574,10,dress,274.0,230.0,189.0,305.0,"[316, 148, 317, 229, 140, 282, 115, 106, 128]"
1207,img_0379,data\raw\img_0379.jpg,2575,23,shoe,316.0,846.0,54.0,108.0,[]
1208,img_0379,data\raw\img_0379.jpg,2576,23,shoe,360.0,881.0,76.0,90.0,[]
1209,img_0525,data\raw\img_0525.jpg,2594,10,dress,175.0,280.0,224.0,655.0,"[316, 317, 108, 229, 295, 140, 155, 115, 128]"
1210,img_0525,data\raw\img_0525.jpg,2595,23,shoe,268.0,916.0,45.0,28.0,[]
1211,img_0307,data\raw\img_0307.jpg,2596,1,"top, t-shirt, sweatshirt",277.0,306.0,111.0,154.0,"[317, 146, 295, 135, 325, 115, 9, 302, 141]"
1212,img_0307,data\raw\img_0307.jpg,2597,8,skirt,263.0,461.0,214.0,320.0,"[316, 317, 152, 142, 295, 118, 114, 65, 229]"
1213,img_0307,data\raw\img_0307.jpg,2599,23,shoe,310.0,887.0,88.0,81.0,[]
1214,img_0307,data\raw\img_0307.jpg,2600,23,shoe,287.0,883.0,62.0,35.0,[]
1215,img_0681,data\raw\img_0681.jpg,2601,23,shoe,148.0,847.0,146.0,177.0,[]
1216,img_0681,data\raw\img_0681.jpg,2602,23,shoe,242.0,785.0,104.0,183.0,[]
1217,img_0681,data\raw\img_0681.jpg,2603,6,pants,228.0,668.0,149.0,213.0,"[317, 36, 295, 135, 298, 115, 230]"
1218,img_0681,data\raw\img_0681.jpg,2604,1,"top, t-shirt, sweatshirt",290.0,407.0,59.0,264.0,[317]
1219,img_0681,data\raw\img_0681.jpg,2606,9,coat,173.0,344.0,336.0,517.0,"[317, 142, 295, 136, 150, 311, 79, 115]"
1220,img_0681,data\raw\img_0681.jpg,2611,19,belt,272.0,555.0,189.0,128.0,[]
1221,img_0681,data\raw\img_0681.jpg,2612,15,"headband, head covering, hair accessory",286.0,170.0,78.0,58.0,[]
1222,img_0578,data\raw\img_0578.jpg,2614,1,"top, t-shirt, sweatshirt",259.0,284.0,140.0,190.0,"[316, 137, 142, 146, 295, 11, 326, 115]"
1223,img_0578,data\raw\img_0578.jpg,2615,8,skirt,215.0,460.0,258.0,313.0,"[316, 117, 152, 142, 77, 295, 115, 326]"
1224,img_0578,data\raw\img_0578.jpg,2616,24,"bag, wallet",216.0,492.0,132.0,105.0,[]
1225,img_0578,data\raw\img_0578.jpg,2617,23,shoe,318.0,837.0,45.0,116.0,[]
1226,img_0578,data\raw\img_0578.jpg,2618,23,shoe,470.0,834.0,71.0,118.0,[]
1227,img_0064,data\raw\img_0064.jpg,2619,23,shoe,467.0,574.0,47.0,35.0,[]
1228,img_0064,data\raw\img_0064.jpg,2620,6,pants,491.0,460.0,251.0,131.0,"[316, 317, 36, 295, 135, 230, 154, 115]"
1229,img_0064,data\raw\img_0064.jpg,2621,1,"top, t-shirt, sweatshirt",523.0,377.0,226.0,205.0,"[317, 295, 308, 0, 147, 115, 145]"
1230,img_0064,data\raw\img_0064.jpg,2622,23,shoe,504.0,574.0,40.0,43.0,[]
1231,img_0064,data\raw\img_0064.jpg,2627,13,glasses,564.0,353.0,46.0,64.0,[]
1232,img_0643,data\raw\img_0643.jpg,2628,7,shorts,178.0,392.0,199.0,186.0,"[316, 317, 137, 142, 295, 230, 149, 115]"
1233,img_0643,data\raw\img_0643.jpg,2629,1,"top, t-shirt, sweatshirt",216.0,201.0,162.0,213.0,"[317, 316, 142, 146, 295, 135, 11, 115]"
1234,img_0643,data\raw\img_0643.jpg,2631,4,jacket,158.0,190.0,108.0,418.0,"[317, 295]"
1235,img_0643,data\raw\img_0643.jpg,2632,23,shoe,273.0,878.0,39.0,87.0,[]
1236,img_0643,data\raw\img_0643.jpg,2633,23,shoe,232.0,896.0,44.0,112.0,[]
1237,img_0581,data\raw\img_0581.jpg,2636,10,dress,372.0,294.0,148.0,308.0,"[317, 140, 304, 102, 282, 149, 115, 229, 128]"
1238,img_0581,data\raw\img_0581.jpg,2638,23,shoe,476.0,762.0,37.0,100.0,[]
1239,img_0581,data\raw\img_0581.jpg,2639,23,shoe,440.0,793.0,36.0,97.0,[]
1240,img_0928,data\raw\img_0928.jpg,2640,9,coat,107.0,188.0,384.0,557.0,"[317, 137, 148, 311, 84, 289, 115, 145]"
1241,img_0928,data\raw\img_0928.jpg,2643,14,hat,179.0,28.0,196.0,172.0,[]
1242,img_0032,data\raw\img_0032.jpg,2645,7,shorts,238.0,715.0,337.0,123.0,"[148, 317, 295, 298, 50, 135, 300, 115, 230]"
1243,img_0032,data\raw\img_0032.jpg,2646,1,"top, t-shirt, sweatshirt",232.0,336.0,322.0,431.0,"[316, 317, 295, 135, 11, 147, 115, 145]"
1244,img_0032,data\raw\img_0032.jpg,2648,14,hat,299.0,69.0,189.0,135.0,[]
1245,img_0758,data\raw\img_0758.jpg,2649,8,skirt,224.0,727.0,198.0,204.0,"[316, 317, 295, 68, 149, 115, 128]"
1246,img_0758,data\raw\img_0758.jpg,2650,1,"top, t-shirt, sweatshirt",232.0,519.0,181.0,223.0,"[317, 146, 295, 10]"
1247,img_0758,data\raw\img_0758.jpg,2652,4,jacket,188.0,423.0,267.0,370.0,"[317, 17, 142, 316, 146, 295, 135, 228, 115]"
1248,img_0758,data\raw\img_0758.jpg,2653,19,belt,230.0,593.0,154.0,48.0,[]
1249,img_0824,data\raw\img_0824.jpg,2657,9,coat,157.0,194.0,372.0,429.0,"[317, 295, 136, 81, 311, 225, 147, 115, 145]"
1250,img_0824,data\raw\img_0824.jpg,2661,1,"top, t-shirt, sweatshirt",359.0,198.0,147.0,429.0,"[317, 318, 148, 295, 136, 301, 0, 115, 145]"
1251,img_0824,data\raw\img_0824.jpg,2663,6,pants,230.0,601.0,234.0,344.0,"[36, 295, 135, 298, 154, 115, 230, 297]"
1252,img_0824,data\raw\img_0824.jpg,2664,23,shoe,197.0,919.0,84.0,104.0,[]
1253,img_0824,data\raw\img_0824.jpg,2665,23,shoe,359.0,888.0,103.0,94.0,[]
1254,img_0611,data\raw\img_0611.jpg,2684,4,jacket,246.0,204.0,279.0,359.0,"[316, 17, 142, 146, 295, 328, 135, 226, 115]"
1255,img_0611,data\raw\img_0611.jpg,2686,1,"top, t-shirt, sweatshirt",343.0,306.0,31.0,39.0,"[317, 135, 115, 10]"
1256,img_0611,data\raw\img_0611.jpg,2687,6,pants,266.0,485.0,199.0,507.0,"[316, 317, 38, 135, 154, 115, 141]"
1257,img_0611,data\raw\img_0611.jpg,2688,23,shoe,385.0,1009.0,17.0,14.0,[]
1258,img_0373,data\raw\img_0373.jpg,2690,0,"shirt, blouse",293.0,240.0,215.0,340.0,"[316, 317, 295, 136, 225, 115]"
1259,img_0373,data\raw\img_0373.jpg,2693,24,"bag, wallet",462.0,884.0,181.0,138.0,[]
1260,img_0373,data\raw\img_0373.jpg,2694,8,skirt,205.0,567.0,400.0,455.0,"[316, 317, 142, 77, 129, 295, 115, 229]"
1261,img_0373,data\raw\img_0373.jpg,2695,4,jacket,205.0,268.0,441.0,596.0,"[317, 146, 29, 295, 136, 300, 115, 145, 229]"
1262,img_0033,data\raw\img_0033.jpg,2719,1,"top, t-shirt, sweatshirt",220.0,233.0,272.0,243.0,"[317, 137, 142, 12, 146, 295, 304, 115]"
1263,img_0033,data\raw\img_0033.jpg,2725,7,shorts,278.0,445.0,147.0,152.0,"[316, 317, 295, 135, 57, 149, 115, 230, 141]"
1264,img_0033,data\raw\img_0033.jpg,2726,23,shoe,375.0,893.0,87.0,79.0,[]
1265,img_0033,data\raw\img_0033.jpg,2727,23,shoe,306.0,868.0,46.0,76.0,[]
1266,img_0536,data\raw\img_0536.jpg,2729,0,"shirt, blouse",299.0,288.0,304.0,374.0,"[316, 317, 295, 136, 225, 115, 145]"
1267,img_0536,data\raw\img_0536.jpg,2731,19,belt,317.0,638.0,221.0,50.0,[]
1268,img_0536,data\raw\img_0536.jpg,2732,8,skirt,234.0,641.0,424.0,322.0,"[316, 317, 142, 295, 123, 74, 149, 115]"
1269,img_0304,data\raw\img_0304.jpg,2734,1,"top, t-shirt, sweatshirt",189.0,551.0,322.0,362.0,"[317, 316, 142, 146, 295, 135, 115, 10]"
1270,img_0304,data\raw\img_0304.jpg,2735,8,skirt,41.0,836.0,386.0,187.0,"[142, 295, 123, 323, 305, 115, 65]"
1271,img_0560,data\raw\img_0560.jpg,2736,23,shoe,295.0,649.0,114.0,104.0,[]
1272,img_0560,data\raw\img_0560.jpg,2737,23,shoe,146.0,666.0,108.0,82.0,[]
1273,img_0560,data\raw\img_0560.jpg,2738,6,pants,201.0,259.0,191.0,428.0,"[316, 318, 142, 38, 295, 135, 154, 115]"
1274,img_0560,data\raw\img_0560.jpg,2739,1,"top, t-shirt, sweatshirt",166.0,132.0,298.0,188.0,"[317, 316, 146, 295, 135, 8, 115, 141]"
1275,img_0560,data\raw\img_0560.jpg,2742,25,scarf,198.0,145.0,138.0,162.0,[]
1276,img_0560,data\raw\img_0560.jpg,2744,15,"headband, head covering, hair accessory",227.0,39.0,54.0,33.0,[]
1277,img_0650,data\raw\img_0650.jpg,2748,10,dress,145.0,278.0,331.0,635.0,"[317, 312, 133, 108, 295, 140, 305, 155, 115, 229]"
1278,img_0650,data\raw\img_0650.jpg,2749,23,shoe,265.0,899.0,27.0,37.0,[]
1279,img_0650,data\raw\img_0650.jpg,2750,23,shoe,220.0,969.0,48.0,29.0,[]
1280,img_0818,data\raw\img_0818.jpg,2757,10,dress,521.0,125.0,231.0,520.0,"[317, 108, 295, 304, 154, 115, 229, 141]"
1281,img_0818,data\raw\img_0818.jpg,2759,19,belt,606.0,240.0,100.0,13.0,[]
1282,img_0818,data\raw\img_0818.jpg,2761,23,shoe,690.0,573.0,40.0,87.0,[]
1283,img_0818,data\raw\img_0818.jpg,2762,23,shoe,511.0,624.0,40.0,39.0,[]
1284,img_0780,data\raw\img_0780.jpg,2774,15,"headband, head covering, hair accessory",217.0,255.0,70.0,73.0,[]
1285,img_0780,data\raw\img_0780.jpg,2775,10,dress,142.0,367.0,225.0,400.0,"[316, 117, 295, 328, 150, 109, 145, 115, 234]"
1286,img_0780,data\raw\img_0780.jpg,2776,23,shoe,261.0,818.0,48.0,108.0,[]
1287,img_0780,data\raw\img_0780.jpg,2777,23,shoe,224.0,865.0,50.0,91.0,[]
1288,img_0780,data\raw\img_0780.jpg,2781,6,pants,210.0,697.0,91.0,196.0,"[317, 312, 295, 135, 47, 154, 115, 230]"
1289,img_0765,data\raw\img_0765.jpg,2789,11,jumpsuit,260.0,238.0,201.0,318.0,"[316, 148, 295, 136, 115, 330, 141]"
1290,img_0765,data\raw\img_0765.jpg,2790,19,belt,278.0,387.0,128.0,52.0,[]
1291,img_0765,data\raw\img_0765.jpg,2793,14,hat,303.0,79.0,119.0,128.0,[]
1292,img_0765,data\raw\img_0765.jpg,2794,13,glasses,328.0,149.0,78.0,37.0,[]
1293,img_0765,data\raw\img_0765.jpg,2795,22,sock,378.0,855.0,44.0,44.0,[]
1294,img_0765,data\raw\img_0765.jpg,2796,22,sock,237.0,862.0,40.0,31.0,[]
1295,img_0765,data\raw\img_0765.jpg,2797,23,shoe,174.0,887.0,113.0,87.0,[]
