image_id,image_path,fashionpedia_image_id,annotation_id,category_id,category_name,bbox_x,bbox_y,bbox_width,bbox_height,attribute_ids
img_0192,data\raw\img_0192.jpg,15984,2820,31,sleeve,218.0,239.0,86.0,276.0,"[160, 204]"
img_0192,data\raw\img_0192.jpg,15984,2821,33,neckline,319.0,221.0,113.0,81.0,[183]
img_0192,data\raw\img_0192.jpg,15984,2822,33,neckline,332.0,217.0,89.0,23.0,[182]
img_0192,data\raw\img_0192.jpg,15984,2823,17,glove,453.0,514.0,24.0,69.0,[]
img_0192,data\raw\img_0192.jpg,15984,2824,17,glove,198.0,490.0,45.0,74.0,[]
img_0192,data\raw\img_0192.jpg,15984,2825,22,sock,344.0,857.0,45.0,41.0,[]
img_0192,data\raw\img_0192.jpg,15984,2826,22,sock,312.0,782.0,42.0,55.0,[]
img_0192,data\raw\img_0192.jpg,15984,2827,23,shoe,311.0,812.0,45.0,110.0,[]
img_0192,data\raw\img_0192.jpg,15984,2828,23,shoe,333.0,891.0,55.0,97.0,[]
img_0192,data\raw\img_0192.jpg,15984,2829,0,"shirt, blouse",292.0,217.0,160.0,235.0,"[317, 316, 146, 295, 136, 225, 115]"
img_0705,data\raw\img_0705.jpg,16065,2830,33,neckline,321.0,418.0,123.0,61.0,[183]
img_0705,data\raw\img_0705.jpg,16065,2831,31,sleeve,529.0,322.0,83.0,308.0,"[158, 213]"
img_0705,data\raw\img_0705.jpg,16065,2832,31,sleeve,120.0,357.0,99.0,298.0,"[158, 213]"
img_0705,data\raw\img_0705.jpg,16065,2833,28,collar,283.0,269.0,181.0,95.0,[163]
img_0705,data\raw\img_0705.jpg,16065,2834,10,dress,127.0,418.0,389.0,605.0,"[316, 317, 129, 295, 98, 115]"
img_0705,data\raw\img_0705.jpg,16065,2835,10,dress,120.0,269.0,492.0,733.0,"[316, 138, 317, 295, 225, 149, 115, 103]"
img_0705,data\raw\img_0705.jpg,16065,2836,19,belt,226.0,588.0,263.0,102.0,[]
img_0705,data\raw\img_0705.jpg,16065,2837,34,buckle,320.0,591.0,91.0,99.0,[]
img_0884,data\raw\img_0884.jpg,16116,2838,9,coat,102.0,201.0,267.0,413.0,"[317, 142, 295, 136, 311, 79, 149, 115, 229]"
img_0884,data\raw\img_0884.jpg,16116,2839,27,hood,128.0,51.0,179.0,170.0,[]
img_0884,data\raw\img_0884.jpg,16116,2840,31,sleeve,289.0,227.0,80.0,319.0,"[160, 204]"
img_0884,data\raw\img_0884.jpg,16116,2841,31,sleeve,102.0,223.0,54.0,324.0,"[160, 204]"
img_0884,data\raw\img_0884.jpg,16116,2842,23,shoe,216.0,880.0,55.0,103.0,[]
img_0884,data\raw\img_0884.jpg,16116,2843,23,shoe,158.0,798.0,49.0,133.0,[]
img_0884,data\raw\img_0884.jpg,16116,2844,35,zipper,228.0,214.0,10.0,105.0,[]
img_0884,data\raw\img_0884.jpg,16116,2845,35,zipper,146.0,250.0,84.0,64.0,[]
img_0884,data\raw\img_0884.jpg,16116,2846,29,lapel,140.0,217.0,84.0,94.0,[177]
img_0456,data\raw\img_0456.jpg,16134,2847,10,dress,190.0,356.0,269.0,666.0,"[316, 317, 295, 112, 120, 151, 115, 141]"
img_0456,data\raw\img_0456.jpg,16134,2848,31,sleeve,218.0,401.0,125.0,394.0,"[160, 204]"
img_0456,data\raw\img_0456.jpg,16134,2849,33,neckline,214.0,356.0,106.0,46.0,[182]
img_0456,data\raw\img_0456.jpg,16134,2850,31,sleeve,190.0,455.0,68.0,264.0,"[160, 215]"
img_0456,data\raw\img_0456.jpg,16134,2851,19,belt,302.0,557.0,77.0,27.0,[]
img_0456,data\raw\img_0456.jpg,16134,2852,15,"headband, head covering, hair accessory",220.0,220.0,10.0,18.0,[]
img_0960,data\raw\img_0960.jpg,16231,2880,23,shoe,214.0,839.0,78.0,42.0,[]
img_0960,data\raw\img_0960.jpg,16231,2881,23,shoe,405.0,713.0,43.0,38.0,[]
img_0960,data\raw\img_0960.jpg,16231,2882,6,pants,234.0,535.0,224.0,319.0,"[316, 44, 137, 317, 295, 230, 154, 115, 128]"
img_0960,data\raw\img_0960.jpg,16231,2883,9,coat,252.0,273.0,203.0,288.0,"[316, 317, 142, 295, 226, 136, 82, 147, 115]"
img_0960,data\raw\img_0960.jpg,16231,2884,32,pocket,364.0,464.0,43.0,25.0,[224]
img_0960,data\raw\img_0960.jpg,16231,2885,45,tassel,386.0,481.0,14.0,81.0,[]
img_0960,data\raw\img_0960.jpg,16231,2886,32,pocket,279.0,442.0,16.0,23.0,[224]
img_0960,data\raw\img_0960.jpg,16231,2887,32,pocket,349.0,378.0,33.0,7.0,[219]
img_0960,data\raw\img_0960.jpg,16231,2888,29,lapel,278.0,273.0,98.0,141.0,[175]
img_0960,data\raw\img_0960.jpg,16231,2889,19,belt,291.0,413.0,121.0,49.0,[]
img_0960,data\raw\img_0960.jpg,16231,2890,34,buckle,307.0,437.0,25.0,25.0,[]
img_0960,data\raw\img_0960.jpg,16231,2891,31,sleeve,392.0,324.0,63.0,232.0,"[160, 204]"
img_0960,data\raw\img_0960.jpg,16231,2892,31,sleeve,252.0,284.0,40.0,213.0,"[160, 204]"
img_0960,data\raw\img_0960.jpg,16231,2893,45,tassel,273.0,454.0,7.0,32.0,[]
img_0515,data\raw\img_0515.jpg,16243,2894,23,shoe,354.0,536.0,34.0,70.0,[]
img_0515,data\raw\img_0515.jpg,16243,2895,23,shoe,395.0,576.0,48.0,37.0,[]
img_0515,data\raw\img_0515.jpg,16243,2896,28,collar,349.0,178.0,43.0,15.0,[170]
img_0515,data\raw\img_0515.jpg,16243,2897,31,sleeve,292.0,197.0,55.0,184.0,"[160, 210]"
img_0515,data\raw\img_0515.jpg,16243,2898,31,sleeve,420.0,197.0,57.0,177.0,"[160, 210]"
img_0515,data\raw\img_0515.jpg,16243,2899,10,dress,292.0,178.0,185.0,320.0,"[316, 229, 295, 140, 324, 153, 105, 115, 128]"
img_0341,data\raw\img_0341.jpg,16586,2920,10,dress,242.0,211.0,201.0,547.0,"[317, 152, 295, 305, 114, 145, 107, 128]"
img_0341,data\raw\img_0341.jpg,16586,2921,23,shoe,294.0,831.0,62.0,139.0,[]
img_0341,data\raw\img_0341.jpg,16586,2922,23,shoe,307.0,814.0,54.0,122.0,[]
img_0341,data\raw\img_0341.jpg,16586,2923,33,neckline,264.0,211.0,109.0,74.0,"[180, 203]"
img_0354,data\raw\img_0354.jpg,16613,2924,33,neckline,333.0,296.0,115.0,42.0,[200]
img_0354,data\raw\img_0354.jpg,16613,2925,15,"headband, head covering, hair accessory",304.0,92.0,100.0,129.0,[]
img_0354,data\raw\img_0354.jpg,16613,2926,1,"top, t-shirt, sweatshirt",333.0,296.0,125.0,85.0,"[317, 146, 295, 135, 115, 13, 141]"
img_0354,data\raw\img_0354.jpg,16613,2927,8,skirt,102.0,372.0,468.0,636.0,"[317, 295, 305, 69, 155, 115, 229, 141]"
img_0261,data\raw\img_0261.jpg,16666,2928,31,sleeve,785.0,262.0,194.0,272.0,"[160, 204]"
img_0261,data\raw\img_0261.jpg,16666,2929,31,sleeve,165.0,276.0,219.0,251.0,"[160, 204]"
img_0261,data\raw\img_0261.jpg,16666,2930,35,zipper,398.0,318.0,91.0,363.0,[]
img_0261,data\raw\img_0261.jpg,16666,2931,35,zipper,726.0,444.0,15.0,237.0,[]
img_0261,data\raw\img_0261.jpg,16666,2932,1,"top, t-shirt, sweatshirt",422.0,238.0,279.0,443.0,"[317, 146, 295, 136, 301, 0, 115, 145]"
img_0261,data\raw\img_0261.jpg,16666,2933,33,neckline,516.0,238.0,52.0,25.0,[196]
img_0261,data\raw\img_0261.jpg,16666,2934,28,collar,466.0,220.0,62.0,95.0,[170]
img_0261,data\raw\img_0261.jpg,16666,2935,4,jacket,165.0,220.0,814.0,461.0,"[316, 317, 229, 295, 22, 136, 115, 145]"
img_0002,data\raw\img_0002.jpg,16820,2936,10,dress,186.0,333.0,359.0,650.0,"[317, 141, 149, 314, 285, 281, 115, 229, 128]"
img_0002,data\raw\img_0002.jpg,16820,2937,33,neckline,296.0,340.0,143.0,145.0,[192]
img_0002,data\raw\img_0002.jpg,16820,2938,37,bead,245.0,348.0,229.0,275.0,[]
img_0769,data\raw\img_0769.jpg,16824,2939,31,sleeve,396.0,360.0,213.0,419.0,"[160, 204]"
img_0769,data\raw\img_0769.jpg,16824,2940,10,dress,158.0,339.0,451.0,684.0,"[316, 317, 295, 107, 139, 115, 229, 128]"
img_0769,data\raw\img_0769.jpg,16824,2941,33,neckline,233.0,339.0,227.0,191.0,[192]
img_0429,data\raw\img_0429.jpg,16848,2942,33,neckline,111.0,218.0,227.0,31.0,[202]
img_0429,data\raw\img_0429.jpg,16848,2943,31,sleeve,111.0,232.0,31.0,31.0,"[157, 207]"
img_0429,data\raw\img_0429.jpg,16848,2944,31,sleeve,295.0,239.0,42.0,40.0,"[157, 207]"
img_0429,data\raw\img_0429.jpg,16848,2945,10,dress,111.0,218.0,311.0,774.0,"[316, 142, 295, 129, 229, 112, 155, 325, 115]"
img_0429,data\raw\img_0429.jpg,16848,2946,23,shoe,183.0,879.0,15.0,34.0,[]
img_0237,data\raw\img_0237.jpg,16931,2947,32,pocket,249.0,637.0,15.0,55.0,[222]
img_0237,data\raw\img_0237.jpg,16931,2948,32,pocket,464.0,629.0,13.0,21.0,[222]
img_0237,data\raw\img_0237.jpg,16931,2949,7,shorts,245.0,629.0,232.0,218.0,"[316, 317, 142, 295, 136, 149, 115, 52]"
img_0237,data\raw\img_0237.jpg,16931,2950,0,"shirt, blouse",185.0,278.0,319.0,396.0,"[316, 142, 295, 135, 322, 225, 147, 115]"
img_0237,data\raw\img_0237.jpg,16931,2951,31,sleeve,185.0,354.0,60.0,131.0,"[204, 157]"
img_0237,data\raw\img_0237.jpg,16931,2952,31,sleeve,443.0,325.0,61.0,137.0,"[204, 157]"
img_0237,data\raw\img_0237.jpg,16931,2953,28,collar,263.0,278.0,147.0,66.0,[163]
img_0237,data\raw\img_0237.jpg,16931,2954,36,applique,361.0,384.0,66.0,13.0,[]
img_0049,data\raw\img_0049.jpg,17108,2978,10,dress,156.0,243.0,327.0,537.0,"[317, 108, 144, 305, 155, 114, 121, 314, 286, 229, 313]"
img_0049,data\raw\img_0049.jpg,17108,2979,33,neckline,259.0,243.0,112.0,41.0,[191]
img_0049,data\raw\img_0049.jpg,17108,2980,15,"headband, head covering, hair accessory",293.0,143.0,46.0,32.0,[]
img_0049,data\raw\img_0049.jpg,17108,2981,23,shoe,303.0,774.0,27.0,6.0,[]
img_0049,data\raw\img_0049.jpg,17108,2982,31,sleeve,203.0,245.0,63.0,355.0,[211]
img_0458,data\raw\img_0458.jpg,17281,2983,33,neckline,616.0,233.0,142.0,75.0,[187]
img_0458,data\raw\img_0458.jpg,17281,2984,10,dress,613.0,214.0,226.0,465.0,"[295, 305, 139, 98, 115, 325, 306, 128]"
img_0458,data\raw\img_0458.jpg,17281,2985,14,hat,586.0,59.0,205.0,113.0,[]
img_0122,data\raw\img_0122.jpg,18347,2986,10,dress,234.0,214.0,198.0,738.0,"[316, 317, 295, 102, 155, 114, 145, 128]"
img_0122,data\raw\img_0122.jpg,18347,2987,33,neckline,251.0,214.0,114.0,32.0,[190]
img_0122,data\raw\img_0122.jpg,18347,2988,22,sock,283.0,789.0,22.0,58.0,[]
img_0122,data\raw\img_0122.jpg,18347,2989,22,sock,302.0,846.0,54.0,87.0,[]
img_0122,data\raw\img_0122.jpg,18347,2990,23,shoe,305.0,909.0,66.0,47.0,[]
img_0122,data\raw\img_0122.jpg,18347,2991,23,shoe,276.0,836.0,36.0,63.0,[]
img_0165,data\raw\img_0165.jpg,18406,2992,43,ruffle,148.0,501.0,92.0,85.0,[]
img_0165,data\raw\img_0165.jpg,18406,2993,43,ruffle,429.0,402.0,30.0,106.0,[]
img_0165,data\raw\img_0165.jpg,18406,2994,31,sleeve,429.0,402.0,30.0,106.0,"[157, 207]"
img_0165,data\raw\img_0165.jpg,18406,2995,31,sleeve,148.0,454.0,92.0,131.0,"[157, 207]"
img_0165,data\raw\img_0165.jpg,18406,2996,10,dress,148.0,425.0,326.0,570.0,"[317, 305, 109, 282, 149, 115, 234, 128]"
img_0165,data\raw\img_0165.jpg,18406,2997,19,belt,294.0,655.0,128.0,96.0,[]
img_0165,data\raw\img_0165.jpg,18406,2998,8,skirt,142.0,649.0,381.0,374.0,"[142, 77, 295, 133, 225, 115, 326, 323]"
img_0165,data\raw\img_0165.jpg,18406,2999,24,"bag, wallet",294.0,883.0,93.0,140.0,[]
img_0165,data\raw\img_0165.jpg,18406,3000,18,watch,418.0,300.0,38.0,48.0,[]
img_0165,data\raw\img_0165.jpg,18406,3001,33,neckline,228.0,425.0,126.0,47.0,[190]
img_0414,data\raw\img_0414.jpg,18443,3002,10,dress,148.0,204.0,362.0,781.0,"[316, 138, 317, 295, 155, 115, 145]"
img_0414,data\raw\img_0414.jpg,18443,3003,31,sleeve,458.0,233.0,32.0,226.0,"[158, 213]"
img_0414,data\raw\img_0414.jpg,18443,3004,31,sleeve,273.0,212.0,46.0,261.0,"[158, 213]"
img_0414,data\raw\img_0414.jpg,18443,3005,33,neckline,303.0,204.0,184.0,33.0,[189]
img_0414,data\raw\img_0414.jpg,18443,3006,23,shoe,369.0,925.0,52.0,54.0,[]
img_0414,data\raw\img_0414.jpg,18443,3007,23,shoe,330.0,892.0,50.0,81.0,[]
img_0410,data\raw\img_0410.jpg,18450,3008,10,dress,632.0,273.0,189.0,406.0,"[317, 295, 328, 140, 305, 149, 115, 106, 128]"
img_0410,data\raw\img_0410.jpg,18450,3009,33,neckline,696.0,314.0,33.0,23.0,[190]
img_0270,data\raw\img_0270.jpg,18461,3010,23,shoe,278.0,862.0,73.0,126.0,[]
img_0270,data\raw\img_0270.jpg,18461,3011,23,shoe,443.0,803.0,55.0,135.0,[]
img_0270,data\raw\img_0270.jpg,18461,3012,8,skirt,276.0,399.0,183.0,167.0,"[316, 317, 68, 143, 149, 115, 128]"
img_0270,data\raw\img_0270.jpg,18461,3013,32,pocket,407.0,429.0,32.0,62.0,[222]
img_0270,data\raw\img_0270.jpg,18461,3014,19,belt,339.0,424.0,24.0,96.0,[]
img_0270,data\raw\img_0270.jpg,18461,3015,32,pocket,295.0,448.0,8.0,53.0,[222]
img_0270,data\raw\img_0270.jpg,18461,3016,1,"top, t-shirt, sweatshirt",190.0,129.0,325.0,368.0,"[317, 295, 135, 115]"
img_0270,data\raw\img_0270.jpg,18461,3017,33,neckline,303.0,129.0,81.0,48.0,[198]
img_0270,data\raw\img_0270.jpg,18461,3018,1,"top, t-shirt, sweatshirt",200.0,164.0,309.0,299.0,"[316, 137, 146, 295, 322, 0, 115, 145]"
img_0270,data\raw\img_0270.jpg,18461,3019,31,sleeve,200.0,224.0,79.0,202.0,"[213, 159]"
img_0270,data\raw\img_0270.jpg,18461,3020,31,sleeve,433.0,180.0,76.0,283.0,"[213, 159]"
img_0270,data\raw\img_0270.jpg,18461,3021,33,neckline,291.0,164.0,132.0,26.0,[190]
img_0270,data\raw\img_0270.jpg,18461,3022,31,sleeve,478.0,455.0,37.0,42.0,[160]
img_0270,data\raw\img_0270.jpg,18461,3023,31,sleeve,191.0,404.0,36.0,28.0,[160]
img_0685,data\raw\img_0685.jpg,16186,3031,0,"shirt, blouse",170.0,209.0,328.0,378.0,"[316, 295, 136, 322, 225, 115, 145]"
img_0685,data\raw\img_0685.jpg,16186,3032,28,collar,295.0,209.0,89.0,65.0,[163]
img_0685,data\raw\img_0685.jpg,16186,3033,31,sleeve,433.0,264.0,65.0,323.0,"[160, 204]"
img_0685,data\raw\img_0685.jpg,16186,3034,31,sleeve,170.0,261.0,86.0,306.0,"[160, 204]"
img_0685,data\raw\img_0685.jpg,16186,3035,6,pants,232.0,499.0,243.0,463.0,"[36, 142, 317, 295, 136, 298, 154, 115, 230, 128]"
img_0685,data\raw\img_0685.jpg,16186,3036,19,belt,244.0,500.0,169.0,31.0,[]
img_0685,data\raw\img_0685.jpg,16186,3037,32,pocket,233.0,506.0,52.0,39.0,[223]
img_0685,data\raw\img_0685.jpg,16186,3038,42,rivet,259.0,522.0,3.0,5.0,[]
img_0685,data\raw\img_0685.jpg,16186,3039,42,rivet,281.0,521.0,5.0,6.0,[]
img_0685,data\raw\img_0685.jpg,16186,3040,32,pocket,372.0,512.0,46.0,37.0,[223]
img_0685,data\raw\img_0685.jpg,16186,3041,23,shoe,428.0,957.0,70.0,66.0,[]
img_0685,data\raw\img_0685.jpg,16186,3042,23,shoe,243.0,906.0,96.0,81.0,[]
img_0685,data\raw\img_0685.jpg,16186,3043,34,buckle,298.0,507.0,24.0,24.0,[]
img_0425,data\raw\img_0425.jpg,17091,3044,1,"top, t-shirt, sweatshirt",269.0,183.0,274.0,334.0,"[317, 12, 295, 305, 135, 115, 139, 147]"
img_0425,data\raw\img_0425.jpg,17091,3045,6,pants,203.0,367.0,338.0,370.0,"[316, 317, 137, 295, 49, 230, 153, 132, 115]"
img_0425,data\raw\img_0425.jpg,17091,3046,31,sleeve,269.0,203.0,48.0,166.0,"[158, 213]"
img_0425,data\raw\img_0425.jpg,17091,3047,31,sleeve,464.0,203.0,55.0,171.0,"[158, 213]"
img_0425,data\raw\img_0425.jpg,17091,3048,23,shoe,491.0,826.0,34.0,9.0,[]
img_0425,data\raw\img_0425.jpg,17091,3049,23,shoe,114.0,566.0,115.0,74.0,[]
img_0425,data\raw\img_0425.jpg,17091,3050,33,neckline,322.0,183.0,99.0,112.0,[184]
img_0453,data\raw\img_0453.jpg,17207,3051,10,dress,231.0,225.0,189.0,436.0,"[317, 140, 150, 314, 286, 281, 98, 115, 229, 128]"
img_0453,data\raw\img_0453.jpg,17207,3052,33,neckline,260.0,225.0,148.0,80.0,[185]
img_0453,data\raw\img_0453.jpg,17207,3053,24,"bag, wallet",338.0,484.0,128.0,105.0,[]
img_0453,data\raw\img_0453.jpg,17207,3054,18,watch,418.0,510.0,38.0,23.0,[]
img_0453,data\raw\img_0453.jpg,17207,3055,23,shoe,297.0,846.0,53.0,89.0,[]
img_0453,data\raw\img_0453.jpg,17207,3056,23,shoe,199.0,861.0,66.0,117.0,[]
img_0453,data\raw\img_0453.jpg,17207,3057,37,bead,293.0,458.0,7.0,5.0,[]
img_0453,data\raw\img_0453.jpg,17207,3058,37,bead,276.0,459.0,5.0,8.0,[]
img_0453,data\raw\img_0453.jpg,17207,3059,37,bead,273.0,442.0,5.0,5.0,[]
img_0453,data\raw\img_0453.jpg,17207,3060,37,bead,285.0,474.0,6.0,7.0,[]
img_0453,data\raw\img_0453.jpg,17207,3061,37,bead,286.0,512.0,5.0,8.0,[]
img_0825,data\raw\img_0825.jpg,18509,3084,33,neckline,270.0,238.0,122.0,96.0,[180]
img_0825,data\raw\img_0825.jpg,18509,3085,31,sleeve,199.0,258.0,53.0,68.0,"[157, 207]"
img_0825,data\raw\img_0825.jpg,18509,3086,10,dress,199.0,238.0,224.0,649.0,"[315, 309, 108, 140, 114, 154, 281, 326, 229, 128]"
img_0825,data\raw\img_0825.jpg,18509,3087,23,shoe,293.0,870.0,48.0,72.0,[]
img_0825,data\raw\img_0825.jpg,18509,3088,23,shoe,280.0,897.0,20.0,15.0,[]
img_0682,data\raw\img_0682.jpg,18516,3089,8,skirt,204.0,542.0,308.0,462.0,"[316, 317, 295, 150, 68, 127, 115, 141]"
img_0682,data\raw\img_0682.jpg,18516,3090,1,"top, t-shirt, sweatshirt",199.0,274.0,343.0,270.0,"[146, 142, 295, 320, 135, 0, 115]"
img_0682,data\raw\img_0682.jpg,18516,3091,31,sleeve,199.0,292.0,61.0,128.0,"[156, 207]"
img_0682,data\raw\img_0682.jpg,18516,3092,31,sleeve,495.0,317.0,47.0,120.0,"[156, 207]"
img_0682,data\raw\img_0682.jpg,18516,3093,33,neckline,306.0,274.0,142.0,39.0,[182]
img_0682,data\raw\img_0682.jpg,18516,3094,24,"bag, wallet",147.0,284.0,270.0,494.0,[]
img_0423,data\raw\img_0423.jpg,18529,3101,1,"top, t-shirt, sweatshirt",140.0,356.0,367.0,526.0,"[317, 316, 146, 295, 135, 115, 141]"
img_0423,data\raw\img_0423.jpg,18529,3102,42,rivet,322.0,1003.0,19.0,16.0,[]
img_0423,data\raw\img_0423.jpg,18529,3103,42,rivet,216.0,900.0,15.0,17.0,[]
img_0423,data\raw\img_0423.jpg,18529,3104,6,pants,0.0,579.0,446.0,444.0,"[316, 317, 36, 142, 295, 136, 230, 115]"
img_0423,data\raw\img_0423.jpg,18529,3105,19,belt,217.0,858.0,45.0,47.0,[]
img_0423,data\raw\img_0423.jpg,18529,3106,33,neckline,300.0,387.0,97.0,60.0,[182]
img_0801,data\raw\img_0801.jpg,18531,3107,10,dress,215.0,258.0,255.0,388.0,"[317, 295, 304, 149, 101, 145, 115, 128]"
img_0801,data\raw\img_0801.jpg,18531,3108,33,neckline,300.0,258.0,83.0,14.0,[182]
img_0801,data\raw\img_0801.jpg,18531,3109,31,sleeve,409.0,285.0,61.0,105.0,"[206, 157]"
img_0801,data\raw\img_0801.jpg,18531,3110,31,sleeve,215.0,291.0,63.0,104.0,"[206, 157]"
img_0801,data\raw\img_0801.jpg,18531,3111,24,"bag, wallet",417.0,578.0,87.0,110.0,[]
img_0801,data\raw\img_0801.jpg,18531,3112,20,leg warmer,344.0,646.0,59.0,261.0,[]
img_0801,data\raw\img_0801.jpg,18531,3113,20,leg warmer,281.0,661.0,77.0,265.0,[]
img_0801,data\raw\img_0801.jpg,18531,3114,23,shoe,317.0,893.0,41.0,95.0,[]
img_0801,data\raw\img_0801.jpg,18531,3115,23,shoe,355.0,894.0,20.0,59.0,[]
img_0481,data\raw\img_0481.jpg,18538,3116,10,dress,150.0,452.0,292.0,558.0,"[318, 295, 305, 155, 115, 145, 130, 107]"
img_0481,data\raw\img_0481.jpg,18538,3117,23,shoe,386.0,932.0,118.0,65.0,[]
img_0481,data\raw\img_0481.jpg,18538,3118,23,shoe,132.0,927.0,105.0,69.0,[]
img_0481,data\raw\img_0481.jpg,18538,3119,33,neckline,277.0,452.0,81.0,37.0,[187]
img_0881,data\raw\img_0881.jpg,18557,3130,13,glasses,747.0,74.0,82.0,109.0,[]
img_0881,data\raw\img_0881.jpg,18557,3131,10,dress,533.0,250.0,263.0,424.0,"[317, 140, 100, 149, 314, 115, 283, 128]"
img_0881,data\raw\img_0881.jpg,18557,3132,33,neckline,590.0,250.0,183.0,66.0,[200]
img_0881,data\raw\img_0881.jpg,18557,3133,42,rivet,575.0,250.0,198.0,141.0,[]
img_0881,data\raw\img_0881.jpg,18557,3134,21,"tights, stockings",551.0,645.0,117.0,36.0,[]
img_0881,data\raw\img_0881.jpg,18557,3135,21,"tights, stockings",668.0,646.0,123.0,35.0,[]
img_0605,data\raw\img_0605.jpg,18562,3136,14,hat,505.0,49.0,172.0,108.0,[]
img_0605,data\raw\img_0605.jpg,18562,3137,13,glasses,530.0,129.0,85.0,28.0,[]
img_0605,data\raw\img_0605.jpg,18562,3138,1,"top, t-shirt, sweatshirt",518.0,229.0,180.0,361.0,"[317, 146, 295, 136, 0, 115, 145]"
img_0605,data\raw\img_0605.jpg,18562,3139,31,sleeve,549.0,240.0,123.0,214.0,"[159, 204]"
img_0605,data\raw\img_0605.jpg,18562,3140,33,neckline,600.0,229.0,63.0,16.0,[182]
img_0605,data\raw\img_0605.jpg,18562,3141,24,"bag, wallet",509.0,232.0,309.0,333.0,[]
img_0605,data\raw\img_0605.jpg,18562,3142,18,watch,508.0,435.0,29.0,44.0,[]
img_0352,data\raw\img_0352.jpg,18566,3143,23,shoe,332.0,795.0,43.0,90.0,[]
img_0352,data\raw\img_0352.jpg,18566,3144,23,shoe,283.0,851.0,56.0,87.0,[]
img_0352,data\raw\img_0352.jpg,18566,3145,10,dress,211.0,208.0,225.0,404.0,"[316, 317, 142, 229, 295, 129, 318, 102, 149, 115]"
img_0352,data\raw\img_0352.jpg,18566,3146,33,neckline,281.0,208.0,111.0,66.0,[185]
img_0352,data\raw\img_0352.jpg,18566,3147,31,sleeve,211.0,225.0,54.0,269.0,"[160, 204]"
img_0352,data\raw\img_0352.jpg,18566,3148,31,sleeve,398.0,220.0,38.0,204.0,"[160, 204]"
img_0347,data\raw\img_0347.jpg,18568,3149,23,shoe,239.0,876.0,60.0,105.0,[]
img_0347,data\raw\img_0347.jpg,18568,3150,23,shoe,203.0,837.0,60.0,99.0,[]
img_0347,data\raw\img_0347.jpg,18568,3151,8,skirt,191.0,402.0,123.0,377.0,"[317, 152, 295, 305, 74, 115, 141]"
img_0347,data\raw\img_0347.jpg,18568,3152,19,belt,199.0,405.0,114.0,32.0,[]
img_0347,data\raw\img_0347.jpg,18568,3153,24,"bag, wallet",309.0,524.0,73.0,110.0,[]
img_0347,data\raw\img_0347.jpg,18568,3154,9,coat,131.0,243.0,274.0,456.0,"[316, 317, 295, 136, 149, 115, 145, 88]"
img_0347,data\raw\img_0347.jpg,18568,3155,32,pocket,329.0,479.0,18.0,9.0,[218]
img_0347,data\raw\img_0347.jpg,18568,3156,32,pocket,147.0,486.0,17.0,57.0,[218]
img_0347,data\raw\img_0347.jpg,18568,3157,29,lapel,167.0,243.0,175.0,295.0,[176]
img_0347,data\raw\img_0347.jpg,18568,3158,31,sleeve,340.0,326.0,65.0,217.0,"[160, 205]"
img_0347,data\raw\img_0347.jpg,18568,3159,31,sleeve,131.0,321.0,47.0,182.0,"[160, 205]"
img_0347,data\raw\img_0347.jpg,18568,3160,1,"top, t-shirt, sweatshirt",200.0,235.0,125.0,177.0,"[317, 316, 146, 295, 135, 8, 115, 141]"
img_0347,data\raw\img_0347.jpg,18568,3161,33,neckline,237.0,235.0,83.0,30.0,[181]
img_0347,data\raw\img_0347.jpg,18568,3162,14,hat,204.0,94.0,146.0,77.0,[]
img_0347,data\raw\img_0347.jpg,18568,3163,34,buckle,225.0,421.0,34.0,16.0,[]
img_0128,data\raw\img_0128.jpg,18620,3189,23,shoe,363.0,914.0,43.0,92.0,[]
img_0128,data\raw\img_0128.jpg,18620,3190,23,shoe,440.0,919.0,49.0,89.0,[]
img_0128,data\raw\img_0128.jpg,18620,3191,8,skirt,335.0,495.0,181.0,275.0,"[316, 317, 142, 295, 68, 151, 115, 128]"
img_0128,data\raw\img_0128.jpg,18620,3192,31,sleeve,359.0,320.0,46.0,88.0,"[204, 157]"
img_0128,data\raw\img_0128.jpg,18620,3193,31,sleeve,503.0,314.0,54.0,112.0,"[204, 157]"
img_0128,data\raw\img_0128.jpg,18620,3194,33,neckline,442.0,305.0,40.0,18.0,[182]
img_0128,data\raw\img_0128.jpg,18620,3195,1,"top, t-shirt, sweatshirt",359.0,294.0,198.0,230.0,"[317, 146, 295, 136, 115, 145, 313]"
img_0128,data\raw\img_0128.jpg,18620,3196,14,hat,417.0,173.0,105.0,79.0,[]
img_0128,data\raw\img_0128.jpg,18620,3197,37,bead,434.0,470.0,3.0,5.0,[]
img_0128,data\raw\img_0128.jpg,18620,3198,37,bead,408.0,380.0,2.0,3.0,[]
img_0128,data\raw\img_0128.jpg,18620,3199,37,bead,471.0,369.0,3.0,4.0,[]
img_0128,data\raw\img_0128.jpg,18620,3200,37,bead,437.0,420.0,2.0,4.0,[]
img_0128,data\raw\img_0128.jpg,18620,3201,37,bead,489.0,329.0,2.0,2.0,[]
img_0128,data\raw\img_0128.jpg,18620,3202,37,bead,405.0,328.0,4.0,4.0,[]
img_0564,data\raw\img_0564.jpg,18668,3203,10,dress,259.0,205.0,162.0,362.0,"[317, 295, 305, 112, 149, 115, 141]"
img_0564,data\raw\img_0564.jpg,18668,3204,33,neckline,286.0,206.0,93.0,76.0,[183]
